"Statistic","Quarter","Age Group","Sex","Education Level","UNIT","VALUE"
"Persons Aged 15-64","2013Q2","45 - 54 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","9"
"Persons Aged 15-64","2013Q2","45 - 54 years","Both sexes","Honours bachelor degree/professional qualification or both","%","17"
"Persons Aged 15-64","2013Q2","45 - 54 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","10"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Primary","%","8"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Lower secondary","%","19"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Upper secondary","%","22"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Post leaving cert","%","15"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Third level","%","36"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Ordinary bachelor degree/professional qualification or both","%","8"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Honours bachelor degree/professional qualification or both","%","17"
"Persons Aged 15-64","2013Q2","45 - 54 years","Male","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","9"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Primary","%","6"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Lower secondary","%","13"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Upper secondary","%","25"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Post leaving cert","%","15"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Third level","%","41"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Higher certificate","%","3"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Ordinary bachelor degree/professional qualification or both","%","10"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Honours bachelor degree/professional qualification or both","%","17"
"Persons Aged 15-64","2013Q2","45 - 54 years","Female","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","11"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Primary","%","11"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Lower secondary","%","21"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Upper secondary","%","25"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Post leaving cert","%","13"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Third level","%","31"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","8"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Honours bachelor degree/professional qualification or both","%","14"
"Persons Aged 15-64","2013Q2","55 - 59 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","7"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Primary","%","12"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Lower secondary","%","23"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Upper secondary","%","23"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Post leaving cert","%","13"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Third level","%","29"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Ordinary bachelor degree/professional qualification or both","%","7"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Honours bachelor degree/professional qualification or both","%","13"
"Persons Aged 15-64","2013Q2","55 - 59 years","Male","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","6"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Primary","%","10"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Lower secondary","%","18"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Upper secondary","%","26"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Post leaving cert","%","13"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Third level","%","32"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Ordinary bachelor degree/professional qualification or both","%","9"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Honours bachelor degree/professional qualification or both","%","14"
"Persons Aged 15-64","2013Q2","55 - 59 years","Female","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","7"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Primary","%","18"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Lower secondary","%","22"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Upper secondary","%","23"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Post leaving cert","%","11"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Third level","%","27"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","7"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Honours bachelor degree/professional qualification or both","%","12"
"Persons Aged 15-64","2013Q2","60 - 64 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","6"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Primary","%","18"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Lower secondary","%","22"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Upper secondary","%","21"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Post leaving cert","%","10"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Third level","%","29"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Ordinary bachelor degree/professional qualification or both","%","6"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Honours bachelor degree/professional qualification or both","%","14"
"Persons Aged 15-64","2013Q2","60 - 64 years","Male","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","7"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Primary","%","18"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Lower secondary","%","21"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Upper secondary","%","24"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Post leaving cert","%","12"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Third level","%","25"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Higher certificate","%","2"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Ordinary bachelor degree/professional qualification or both","%","8"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Honours bachelor degree/professional qualification or both","%","10"
"Persons Aged 15-64","2013Q2","60 - 64 years","Female","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","6"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Primary","%","21"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Lower secondary","%","56"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Upper secondary","%","21"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Post leaving cert","%","2"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Third level","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Higher certificate","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Honours bachelor degree/professional qualification or both","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Primary","%","22"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Lower secondary","%","56"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Upper secondary","%","21"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Post leaving cert","%","1"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Third level","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Higher certificate","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Ordinary bachelor degree/professional qualification or both","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Honours bachelor degree/professional qualification or both","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Male","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Primary","%","20"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Lower secondary","%","57"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Upper secondary","%","20"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Post leaving cert","%","2"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Third level","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Higher certificate","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Ordinary bachelor degree/professional qualification or both","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Honours bachelor degree/professional qualification or both","%","0"
"Persons Aged 15-64","2014Q2","15 - 19 years","Female","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","0"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Primary","%","8"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Lower secondary","%","17"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Upper secondary","%","25"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Post leaving cert","%","13"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Third level","%","38"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Higher certificate","%","2"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","6"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Honours bachelor degree/professional qualification or both","%","20"
"Persons Aged 15-64","2014Q2","15 - 64 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","9"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Primary","%","8"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Lower secondary","%","19"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Upper secondary","%","26"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Post leaving cert","%","13"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Third level","%","34"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Higher certificate","%","2"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Ordinary bachelor degree/professional qualification or both","%","6"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Honours bachelor degree/professional qualification or both","%","18"
"Persons Aged 15-64","2014Q2","15 - 64 years","Male","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","8"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Primary","%","7"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Lower secondary","%","14"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Upper secondary","%","24"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Post leaving cert","%","13"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Third level","%","41"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Higher certificate","%","3"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Ordinary bachelor degree/professional qualification or both","%","7"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Honours bachelor degree/professional qualification or both","%","22"
"Persons Aged 15-64","2014Q2","15 - 64 years","Female","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","10"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Primary","%","1"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Lower secondary","%","4"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Upper secondary","%","53"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Post leaving cert","%","11"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Third level","%","31"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Higher certificate","%","2"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","5"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Honours bachelor degree/professional qualification or both","%","21"
"Persons Aged 15-64","2014Q2","20 - 24 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","3"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Primary","%","2"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Lower secondary","%","5"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Upper secondary","%","58"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Post leaving cert","%","9"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Third level","%","26"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Higher certificate","%","2"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Ordinary bachelor degree/professional qualification or both","%","4"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Honours bachelor degree/professional qualification or both","%","17"
"Persons Aged 15-64","2014Q2","20 - 24 years","Male","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","3"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Primary","%","1"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Lower secondary","%","3"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Upper secondary","%","47"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Post leaving cert","%","13"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Third level","%","36"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Higher certificate","%","2"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Ordinary bachelor degree/professional qualification or both","%","6"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Honours bachelor degree/professional qualification or both","%","25"
"Persons Aged 15-64","2014Q2","20 - 24 years","Female","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","2"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Primary","%","2"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Lower secondary","%","6"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Upper secondary","%","23"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Post leaving cert","%","14"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Third level","%","56"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Higher certificate","%","2"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Ordinary bachelor degree/professional qualification or both","%","9"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Honours bachelor degree/professional qualification or both","%","31"
"Persons Aged 15-64","2014Q2","25 - 34 years","Both sexes","Postgraduate diploma/degree or Doctorate (Ph.D.)","%","14"
"Persons Aged 15-64","2014Q2","25 - 34 years","Male","Primary","%","2"
"Persons Aged 15-64","2014Q2","25 - 34 years","Male","Lower secondary","%","8"
"Persons Aged 15-64","2014Q2","25 - 34 years","Male","Upper secondary","%","26"
"Persons Aged 15-64","2014Q2","25 - 34 years","Male","Post leaving cert","%","15"
